Subject's age,Subject's gender,Subject's race,"Dispositions/Exclusions INTERNAL USE, NOT FOR ANALYSIS",Location of death (state),Cause of death,Date (Year),Age Range
30-40,Female,African-American/Black,Criminal,MS,Gunshot,2019,38
30-40,Male,African-American/Black,Unreported,VA,Vehicle,2019,36
40-50,Male,European-American/White,Unreported,FL,Vehicle,2019,43
20-30,Male,Race unspecified,Pending investigation,GA,Gunshot,2019,21
20-30,Male,Hispanic/Latino,Pending investigation,GA,Tasered,2019,24
50-60,Male,European-American/White,Pending investigation,CO,Gunshot,2019,57
20-30,Male,Race unspecified,Criminal,OH,Vehicle,2019,28
40-50,Male,European-American/White,Pending investigation,WV,Medical emergency,2019,42
50-60,Male,Native American/Alaskan,Pending investigation,WY,Gunshot,2019,50
20-30,Male,Race unspecified,Pending investigation,OK,Gunshot,2019,29
10-20,Male,Race unspecified,Unreported,GA,Vehicle,2019,14
20-30,Male,European-American/White,Pending investigation,GA,Gunshot,2019,28
70+,Male,European-American/White,Pending investigation,TX,Gunshot,2019,74
30-40,Male,Race unspecified,Pending investigation,AR,Gunshot,2019,31
60-70,Male,Hispanic/Latino,Pending investigation,CA,Gunshot,2019,63
20-30,Male,Race unspecified,Unreported,TX,Vehicle,2019,22
20-30,Male,Hispanic/Latino,Pending investigation,NC,Gunshot,2019,23
40-50,Male,Race unspecified,Pending investigation,WV,Gunshot,2019,41
40-50,Female,Race unspecified,Suicide,IL,Gunshot,2019,48
60-70,Male,Race unspecified,Pending investigation,NC,Gunshot,2019,63
60-70,Male,European-American/White,Pending investigation,SC,Gunshot,2019,64
20-30,Male,Hispanic/Latino,Suicide,TX,Gunshot,2019,25
60-70,Male,European-American/White,Justified by District Attorney,NC,Gunshot,2019,67
30-40,Male,European-American/White,Pending investigation,LA,Gunshot,2019,32
20-30,Male,African-American/Black,Suicide,TN,Gunshot,2019,29
40-50,Male,African-American/Black,Pending investigation,MD,Gunshot,2019,49
20-30,Male,African-American/Black,Pending investigation,TX,Gunshot,2019,25
Unknown,Male,Race unspecified,Pending investigation,CA,Gunshot,2019,0
20-30,Male,European-American/White,Administrative discipline,TX,Vehicle,2019,23
30-40,Male,European-American/White,Criminal,NY,Vehicle,2019,38
40-50,Male,Race unspecified,Suicide,OH,Gunshot,2019,44
20-30,Male,European-American/White,Pending investigation,SC,Gunshot,2019,28
50-60,Male,European-American/White,Suicide,KY,Gunshot,2019,52
10-20,Male,African-American/Black,Pending investigation,MO,Drowned,2019,15
20-30,Female,African-American/Black,Unreported,GA,Vehicle,2019,25
70+,Female,European-American/White,Unreported,GA,Vehicle,2019,72
70+,Female,European-American/White,Unreported,GA,Vehicle,2019,76
20-30,Male,African-American/Black,Unreported,GA,Vehicle,2019,23
20-30,Male,African-American/Black,Unreported,GA,Vehicle,2019,26
Unknown,Male,Race unspecified,Suicide,AZ,Gunshot,2019,0
20-30,Male,African-American/Black,Unreported,WI,Vehicle,2019,24
20-30,Male,African-American/Black,Pending investigation,NY,Gunshot,2019,27
30-40,Male,European-American/White,Pending investigation,NY,Gunshot,2019,33
20-30,Male,European-American/White,Justified by District Attorney,CO,Gunshot,2019,20
30-40,Male,European-American/White,Pending investigation,TX,Gunshot,2019,37
30-40,Male,African-American/Black,Pending investigation,MD,Gunshot,2019,31
30-40,Male,European-American/White,Pending investigation,CA,Gunshot,2019,36
30-40,Male,Race unspecified,Pending investigation,MA,Gunshot,2019,37
30-40,Male,Race unspecified,Pending investigation,FL,Gunshot,2019,38
40-50,Male,Race unspecified,Suicide,WA,Gunshot,2019,46
60-70,Male,European-American/White,Pending investigation,CA,Tasered,2019,61
30-40,Female,European-American/White,Pending investigation,MO,Gunshot,2019,38
30-40,Male,Hispanic/Latino,Pending investigation,GA,Gunshot,2019,35
10-20,Male,European-American/White,Criminal,KS,Vehicle,2019,19
50-60,Male,European-American/White,Pending investigation,WV,Gunshot,2019,50
40-50,Male,European-American/White,Suicide,OH,Gunshot,2019,40
30-40,Male,European-American/White,Pending investigation,IL,Gunshot,2019,32
Unknown,Male,Race unspecified,Suicide,CA,Gunshot,2019,0
70+,Male,European-American/White,Pending investigation,KY,Gunshot,2019,75
Unknown,Male,Race unspecified,Suicide,FL,Gunshot,2019,0
20-30,Male,European-American/White,Criminal,CA,Vehicle,2019,21
10-20,Male,Race unspecified,Suicide,CO,Gunshot,2019,18
40-50,Male,European-American/White,Suicide,NE,Gunshot,2019,49
60-70,Male,Race unspecified,Justified by District Attorney,GA,Gunshot,2019,61
30-40,Male,European-American/White,Pending investigation,FL,Gunshot,2019,37
30-40,Male,Race unspecified,Suicide,TX,Gunshot,2019,34
30-40,Male,African-American/Black,Pending investigation,OK,Medical emergency,2019,36
30-40,Male,European-American/White,Pending investigation,TX,Gunshot,2019,33
20-30,Male,European-American/White,Pending investigation,WA,Tasered,2019,25
40-50,Male,Race unspecified,Pending investigation,MO,Gunshot,2019,42
30-40,Male,Hispanic/Latino,Pending investigation,CA,Gunshot,2019,37
50-60,Male,African-American/Black,Pending investigation,CA,Gunshot,2019,55
50-60,Male,Native American/Alaskan,Pending investigation,OK,Gunshot,2019,54
30-40,Male,European-American/White,Pending investigation,TX,Gunshot,2019,31
20-30,Male,Race unspecified,Suicide,NC,Gunshot,2019,27
30-40,Male,European-American/White,Justified by Attorney General,VT,Gunshot,2019,33
30-40,Male,Race unspecified,Pending investigation,TX,Gunshot,2019,37
40-50,Male,European-American/White,Grand jury/No bill or Cleared,NE,Gunshot,2019,48
20-30,Male,European-American/White,Justified by District Attorney,UT,Gunshot,2019,28
10-20,Male,Race unspecified,Criminal,MI,Vehicle,2019,18
10-20,Female,Race unspecified,Criminal,MI,Vehicle,2019,18
10-20,Male,European-American/White,Criminal,TN,Vehicle,2019,19
Unknown,Unknown,Race unspecified,Unreported,WA,Vehicle,2019,0
30-40,Male,Race unspecified,Ruled suicide,IL,Gunshot,2019,32
30-40,Male,European-American/White,Suicide,OH,Gunshot,2019,33
30-40,Male,African-American/Black,Pending investigation,OK,Gunshot,2019,31
30-40,Male,Hispanic/Latino,Unreported,CA,Vehicle,2019,32
30-40,Male,African-American/Black,Unreported,AL,Vehicle,2019,37
30-40,Male,European-American/White,Pending investigation,OR,Vehicle,2019,32
20-30,Male,African-American/Black,Pending investigation,OK,Gunshot,2019,24
50-60,Male,Race unspecified,Pending investigation,NM,Gunshot,2019,58
40-50,Male,European-American/White,Pending investigation,CA,Gunshot,2019,48
10-20,Female,European-American/White,Unreported,WA,Vehicle,2019,19
50-60,Male,Race unspecified,Pending investigation,AZ,Gunshot,2019,56
50-60,Male,Hispanic/Latino,Pending investigation,FL,Gunshot,2019,57
50-60,Male,Race unspecified,Suicide,AL,Gunshot,2019,59
40-50,Male,Race unspecified,Pending investigation,AR,Gunshot,2019,40
10-20,Male,European-American/White,Pending investigation,OK,Gunshot,2019,19
20-30,Female,African-American/Black,Criminal,TX,Gunshot,2019,28
30-40,Male,Race unspecified,Justified by Solicitor's Office,SC,Gunshot,2019,32
Unknown,Male,Race unspecified,Suicide,CA,Gunshot,2019,0
20-30,Male,African-American/Black,Pending investigation,CA,Gunshot,2019,21
50-60,Male,European-American/White,Suicide,TX,Gunshot,2019,53
50-60,Male,Hispanic/Latino,Unreported,CA,Vehicle,2019,55
50-60,Female,Hispanic/Latino,Unreported,CA,Vehicle,2019,53
50-60,Male,Asian/Pacific Islander,Unreported,HI,Undetermined,2019,52
20-30,Male,Race unspecified,Pending investigation,TX,Gunshot,2019,22
20-30,Male,Hispanic/Latino,Pending investigation,AZ,Gunshot,2019,26
10-20,Male,Hispanic/Latino,Civil suit/Pending,AZ,Gunshot,2019,19
10-20,Female,African-American/Black,Pending investigation,MO,Vehicle,2019,12
30-40,Male,African-American/Black,Grand jury/No bill or Cleared,LA,Gunshot,2019,31
20-30,Male,Hispanic/Latino,Pending investigation,NM,Gunshot,2019,29
50-60,Female,European-American/White,Justified by District Attorney,GA,Gunshot,2019,54
60-70,Male,African-American/Black,Pending investigation,NC,Gunshot,2019,61
20-30,Male,African-American/Black,Pending investigation,GA,Gunshot,2019,26
30-40,Male,European-American/White,Pending investigation,CA,Gunshot,2019,30
20-30,Male,European-American/White,Pending investigation,ID,Gunshot,2019,28
20-30,Male,European-American/White,Pending investigation,NC,Gunshot,2019,28
30-40,Male,Asian/Pacific Islander,Suicide,NY,Gunshot,2019,33
Unknown,Male,Race unspecified,Suicide,TX,Gunshot,2019,0
30-40,Male,African-American/Black,Pending investigation,NY,Gunshot,2019,30
20-30,Male,European-American/White,Pending investigation,VA,Gunshot,2019,28
20-30,Male,African-American/Black,Pending investigation,CA,Gunshot,2019,21
Unknown,Male,Race unspecified,Suicide,CA,Gunshot,2019,0
10-20,Male,Race unspecified,Unreported,CO,Vehicle,2019,14
30-40,Male,Race unspecified,Pending investigation,AR,Gunshot,2019,34
20-30,Male,Race unspecified,Pending investigation,OR,Gunshot,2019,27
70+,Male,Race unspecified,Suicide,CA,Gunshot,2019,71
30-40,Male,African-American/Black,Pending investigation,NY,Gunshot,2019,31
40-50,Female,African-American/Black,Unreported,OH,Vehicle,2019,41
20-30,Male,Race unspecified,Unreported,OH,Vehicle,2019,28
20-30,Male,African-American/Black,Pending investigation,MS,Gunshot,2019,21
30-40,Male,European-American/White,Pending investigation,NJ,Gunshot,2019,38
40-50,Male,Race unspecified,Pending investigation,MI,Gunshot,2019,46
20-30,Male,European-American/White,Justified by Special Prosecutor,ID,Gunshot,2019,29
40-50,Male,European-American/White,Criminal,OK,Vehicle,2019,48
60-70,Male,Race unspecified,Pending investigation,SC,Gunshot,2019,61
30-40,Male,European-American/White,Pending investigation,TX,Gunshot,2019,34
20-30,Male,African-American/Black,Unreported,VA,Vehicle,2019,27
40-50,Male,Race unspecified,Unreported,IA,Vehicle,2019,41
40-50,Male,Hispanic/Latino,Pending investigation,CA,Beaten/Bludgeoned with instrument,2019,41
30-40,Female,European-American/White,Justified by County Prosecutor's Office,ID,Gunshot,2019,33
Unknown,Male,Race unspecified,Suicide,CA,Gunshot,2019,0
Unknown,Male,Race unspecified,Suicide,TX,Gunshot,2019,0
50-60,Male,European-American/White,Pending investigation,FL,Gunshot,2019,51
30-40,Male,African-American/Black,Pending investigation,MO,Gunshot,2019,30
10-20,Female,European-American/White,Justified by external agency,IL,Vehicle,2019,18
20-30,Male,African-American/Black,Justified by external agency,IL,Vehicle,2019,28
30-40,Male,Hispanic/Latino,Justified by District Attorney,CO,Gunshot,2019,36
30-40,Female,Race unspecified,Pending investigation,NV,Gunshot,2019,37
20-30,Male,European-American/White,Pending investigation,OH,Gunshot,2019,21
30-40,Male,European-American/White,Suicide,VA,Gunshot,2019,36
30-40,Male,European-American/White,Justified by District Attorney,OR,Gunshot,2019,39
30-40,Male,African-American/Black,Pending investigation,AL,Tasered,2019,36
50-60,Male,Race unspecified,Pending investigation,CA,Gunshot,2019,55
Unknown,Male,Race unspecified,Suicide,FL,Gunshot,2019,0
10-20,Male,European-American/White,Unreported,TN,Vehicle,2019,19
10-20,Female,European-American/White,Unreported,TN,Vehicle,2019,17
50-60,Male,Race unspecified,/Criminal,NM,Vehicle,2019,52
60-70,Male,European-American/White,Justified by County Prosecutor,WA,Gunshot,2019,61
40-50,Male,African-American/Black,Pending investigation,CA,Gunshot,2019,48
40-50,Male,European-American/White,Pending investigation,TX,Gunshot,2019,41
20-30,Male,Hispanic/Latino,Pending investigation,NY,Gunshot,2019,29
20-30,Male,European-American/White,Pending investigation,IN,Gunshot,2019,29
20-30,Male,African-American/Black,Pending investigation,CT,Medical emergency,2019,23
30-40,Male,European-American/White,Pending investigation,TX,Gunshot,2019,34
40-50,Male,European-American/White,Pending investigation,OR,Tasered,2019,45
50-60,Male,European-American/White,Pending investigation,NC,Gunshot,2019,53
10-20,Male,European-American/White,Pending investigation,TN,Gunshot,2019,19
30-40,Male,Race unspecified,Pending investigation,GA,Gunshot,2019,31
40-50,Male,European-American/White,Pending investigation,OK,Gunshot,2019,40
50-60,Female,Race unspecified,Criminal,TN,Gunshot,2019,55
30-40,Male,African-American/Black,Pending investigation,NY,Gunshot,2019,36
Unknown,Male,Race unspecified,Pending investigation,GA,Gunshot,2019,0
20-30,Male,Hispanic/Latino,Pending investigation,NM,Gunshot,2019,27
40-50,Female,European-American/White,Pending investigation,LA,Gunshot,2019,45
10-20,Male,African-American/Black,Suicide,GA,Gunshot,2019,19
20-30,Male,Race unspecified,Pending investigation,MI,Gunshot,2019,27
40-50,Male,Asian/Pacific Islander,Justified by District Attorney,GA,Gunshot,2019,45
Unknown,Male,Race unspecified,Pending investigation,CA,Gunshot,2019,0
40-50,Male,Hispanic/Latino,Pending investigation,CA,Gunshot,2019,42
30-40,Male,African-American/Black,Pending investigation,AL,Gunshot,2019,39
50-60,Male,Hispanic/Latino,Pending investigation,OK,Gunshot,2019,50
20-30,Male,African-American/Black,Pending investigation,CA,Gunshot,2019,25
20-30,Female,African-American/Black,Criminal,CA,Gunshot,2019,23
60-70,Male,European-American/White,Justified by District Attorney,WI,Gunshot,2019,63
50-60,Male,European-American/White,Criminal,NC,Vehicle,2019,51
Unknown,Male,Race unspecified,Suicide,ID,Gunshot,2019,0
60-70,Male,Race unspecified,Suicide,MO,Gunshot,2019,60
Unknown,Male,Race unspecified,Suicide,MD,Gunshot,2019,0
40-50,Male,European-American/White,Pending investigation,IN,Gunshot,2019,45
30-40,Male,African-American/Black,Pending investigation,IL,Medical emergency,2019,33
30-40,Male,European-American/White,Suicide,OH,Gunshot,2019,32
Unknown,Male,Race unspecified,Suicide,DE,Gunshot,2019,0
30-40,Male,African-American/Black,Justified by State's Attorney,IL,Medical emergency,2019,33
20-30,Male,Asian/Pacific Islander,Pending investigation,CA,Gunshot,2019,24
20-30,Male,African-American/Black,Suicide,WI,Gunshot,2019,25
20-30,Male,African-American/Black,Justified by State's Attorney,MD,Gunshot,2019,24
20-30,Male,European-American/White,Pending investigation,WV,Gunshot,2019,26
60-70,Male,European-American/White,Pending investigation,CA,Gunshot,2019,62
20-30,Male,European-American/White,Suicide,AR,Gunshot,2019,28
30-40,Male,European-American/White,Pending investigation,FL,Gunshot,2019,34
50-60,Male,Race unspecified,Pending investigation,GA,Gunshot,2019,56
20-30,Male,Hispanic/Latino,Suicide,FL,Gunshot,2019,23
30-40,Male,Race unspecified,Justified by District Attorney,CA,Gunshot,2019,33
20-30,Male,Hispanic/Latino,Pending investigation,NM,Gunshot,2019,22
40-50,Male,Hispanic/Latino,Pending investigation,FL,Gunshot,2019,41
20-30,Male,European-American/White,Pending investigation,FL,Gunshot,2019,29
30-40,Male,Hispanic/Latino,Pending investigation,TX,Gunshot,2019,38
40-50,Male,Race unspecified,Suicide,MO,Gunshot,2019,48
30-40,Male,Hispanic/Latino,Pending investigation,CO,Gunshot,2019,38
20-30,Male,Race unspecified,Unreported,CA,Vehicle,2019,29
20-30,Male,Race unspecified,Unreported,CA,Vehicle,2019,29
20-30,Male,African-American/Black,Unreported,CA,Vehicle,2019,27
20-30,Male,Race unspecified,Unreported,CA,Vehicle,2019,27
30-40,Male,Hispanic/Latino,Pending investigation,TX,Vehicle,2019,36
10-20,Female,European-American/White,Pending investigation,MO,Vehicle,2019,18
10-20,Female,Hispanic/Latino,Pending investigation,TX,Vehicle,2019,14
40-50,Male,Race unspecified,Justified by District Attorney,CO,Gunshot,2019,46
40-50,Male,European-American/White,Pending investigation,KY,Gunshot,2019,42
50-60,Male,Hispanic/Latino,Ruled accidental,NY,Gunshot,2019,52
50-60,Male,European-American/White,Pending investigation,WA,Gunshot,2019,56
30-40,Male,African-American/Black,Pending investigation,AZ,Gunshot,2019,32
Unknown,Male,Hispanic/Latino,Pending investigation,NM,Gunshot,2019,0
30-40,Male,African-American/Black,Ruled suicide,MN,Gunshot,2019,34
20-30,Male,Hispanic/Latino,Pending investigation,NM,Gunshot,2019,21
30-40,Male,European-American/White,Pending investigation,AZ,Gunshot,2019,31
30-40,Male,European-American/White,Justified,WI,Gunshot,2019,30
40-50,Male,European-American/White,Pending investigation,TX,Gunshot,2019,45
50-60,Male,Race unspecified,Pending investigation,MO,Gunshot,2019,58
40-50,Male,African-American/Black,Pending investigation,OH,Gunshot,2019,48
30-40,Male,Asian/Pacific Islander,Pending investigation,WI,Gunshot,2019,32
20-30,Female,Race unspecified,Administrative discipline,FL,Vehicle,2019,23
20-30,Male,European-American/White,Pending investigation,OK,Gunshot,2019,20
30-40,Male,African-American/Black,Pending investigation,OK,Gunshot,2019,37
70+,Male,Race unspecified,Suicide,IN,Gunshot,2019,77
30-40,Male,Hispanic/Latino,Pending investigation,TX,Gunshot,2019,34
30-40,Male,African-American/Black,Pending investigation,NC,Gunshot,2019,31
30-40,Male,European-American/White,Pending investigation,OH,Gunshot,2019,37
60-70,Male,Race unspecified,Pending investigation,GA,Gunshot,2019,66
20-30,Male,European-American/White,Pending investigation,OH,Gunshot,2019,26
20-30,Male,Race unspecified,Suicide,MI,Gunshot,2019,26
30-40,Male,African-American/Black,Pending investigation,KY,Gunshot,2019,32
60-70,Male,European-American/White,Criminal,KS,Vehicle,2019,69
30-40,Male,Race unspecified,Pending investigation,NC,Gunshot,2019,38
20-30,Male,Race unspecified,Pending investigation,SC,Gunshot,2019,28
20-30,Male,Race unspecified,Pending investigation,CA,Gunshot,2019,29
40-50,Male,Race unspecified,Pending investigation,WA,Gunshot,2019,44
20-30,Female,African-American/Black,Criminal,GA,Vehicle,2019,21
40-50,Male,European-American/White,Criminal,FL,Beaten/Bludgeoned with instrument,2019,44
Unknown,Male,Race unspecified,Suicide,KS,Gunshot,2019,0
30-40,Male,African-American/Black,Pending investigation,CA,Gunshot,2019,38
20-30,Male,European-American/White,Criminal,GA,Gunshot,2019,26
50-60,Male,Race unspecified,Pending investigation,UT,Gunshot,2019,56
20-30,Male,Race unspecified,Pending investigation,CO,Gunshot,2019,22
20-30,Female,European-American/White,Pending investigation,FL,Gunshot,2019,20
50-60,Female,Race unspecified,Pending investigation,CO,Gunshot,2019,59
30-40,Male,European-American/White,Unreported,OK,Vehicle,2019,35
30-40,Male,European-American/White,Pending investigation,OK,Gunshot,2019,39
30-40,Male,Asian/Pacific Islander,Pending investigation,HI,Gunshot,2019,30
20-30,Male,Race unspecified,Pending investigation,GA,Vehicle,2019,21
40-50,Male,European-American/White,Pending investigation,FL,Gunshot,2019,47
70+,Male,Race unspecified,Suicide,PA,Gunshot,2019,70
30-40,Male,Hispanic/Latino,Pending investigation,CA,Gunshot,2019,37
20-30,Male,African-American/Black,Justified by District Attorney,NC,Gunshot,2019,27
50-60,Male,European-American/White,Pending investigation,TX,Gunshot,2019,52
30-40,Male,European-American/White,Pending investigation,WI,Gunshot,2019,35
40-50,Male,Race unspecified,Suicide,CO,Gunshot,2019,40
30-40,Male,European-American/White,Pending investigation,WA,Tasered,2019,39
30-40,Male,African-American/Black,Pending investigation,NY,Vehicle,2019,30
50-60,Male,European-American/White,Murder/suicide,TX,Gunshot,2019,52
20-30,Male,Race unspecified,Pending investigation,OH,Gunshot,2019,27
Unknown,Male,Race unspecified,Pending investigation,MA,Gunshot,2019,0
50-60,Male,African-American/Black,Suicide,TX,Gunshot,2019,52
30-40,Male,Race unspecified,Pending investigation,NC,Gunshot,2019,33
20-30,Male,European-American/White,Pending investigation,AZ,Gunshot,2019,27
Unknown,Male,Race unspecified,Pending investigation,CA,Gunshot,2019,0
40-50,Male,European-American/White,Pending investigation,OH,Gunshot,2019,41
10-20,Male,European-American/White,Unreported,AL,Vehicle,2019,18
20-30,Male,European-American/White,Pending investigation,MO,Gunshot,2019,26
20-30,Male,African-American/Black,Pending investigation,WA,Gunshot,2019,28
40-50,Male,Race unspecified,Suicide,TX,Gunshot,2019,45
30-40,Male,Hispanic/Latino,Pending investigation,CA,Gunshot,2019,34
30-40,Male,African-American/Black,Pending investigation,IL,Gunshot,2019,32
30-40,Male,European-American/White,Pending investigation,CA,Gunshot,2019,34
40-50,Male,European-American/White,Pending investigation,MS,Gunshot,2019,41
30-40,Male,Hispanic/Latino,Pending investigation,WI,Gunshot,2019,38
50-60,Male,Hispanic/Latino,Justified by Prosecuting Attorney,ID,Gunshot,2019,50
40-50,Female,European-American/White,Pending investigation,CA,Gunshot,2019,42
10-20,Male,Race unspecified,Pending investigation,NV,Gunshot,2019,18
50-60,Male,Race unspecified,Pending investigation,GA,Gunshot,2019,55
50-60,Male,Race unspecified,Pending investigation,GA,Gunshot,2019,51
30-40,Male,Race unspecified,Suicide,AR,Gunshot,2019,39
30-40,Male,Hispanic/Latino,Suicide,AZ,Gunshot,2019,38
30-40,Male,African-American/Black,Justified by District Attorney,NC,Gunshot,2019,37
60-70,Male,European-American/White,Suicide,MN,Gunshot,2019,64
20-30,Male,African-American/Black,Justified by Attorney General,SC,Gunshot,2019,28
20-30,Male,Hispanic/Latino,Justified by District Attorney,CO,Gunshot,2019,24
50-60,Male,Race unspecified,Unreported,IA,Vehicle,2019,58
20-30,Male,African-American/Black,Pending investigation,MI,Gunshot,2019,23
30-40,Male,European-American/White,Justified by County Prosecutor,MI,Gunshot,2019,34
40-50,Female,Race unspecified,Unreported,WA,Vehicle,2019,41
20-30,Male,African-American/Black,Pending investigation,CA,Gunshot,2019,22
30-40,Male,European-American/White,Pending investigation,WA,Gunshot,2019,36
40-50,Male,European-American/White,Pending investigation,MT,Gunshot,2019,42
40-50,Male,European-American/White,Pending investigation,MD,Gunshot,2019,48
50-60,Male,European-American/White,Pending investigation,TN,Gunshot,2019,51
30-40,Male,African-American/Black,Suicide,WA,Gunshot,2019,38
10-20,Male,Hispanic/Latino,Pending investigation,IN,Vehicle,2019,19
40-50,Male,African-American/Black,Justified by County Prosecutor,OH,Gunshot,2019,40
30-40,Male,European-American/White,Pending investigation,PA,Gunshot,2019,31
50-60,Male,European-American/White,Pending investigation,CA,Asphyxiated/Restrained,2019,52
70+,Male,European-American/White,Criminal,OK,Vehicle,2019,77
20-30,Female,European-American/White,Criminal,OK,Vehicle,2019,28
20-30,Female,European-American/White,Criminal,OH,Vehicle,2019,20
30-40,Male,Race unspecified,Ruled accidental,OH,Vehicle,2019,32
20-30,Female,Race unspecified,Ruled accidental,OH,Vehicle,2019,25
30-40,Male,African-American/Black,Pending investigation,FL,Gunshot,2019,31
40-50,Male,Hispanic/Latino,Pending investigation,TX,Gunshot,2019,49
30-40,Male,European-American/White,Pending investigation,MO,Gunshot,2019,34
Unknown,Male,Race unspecified,Pending investigation,CA,Vehicle,2019,0
60-70,Male,Race unspecified,Pending investigation,FL,Gunshot,2019,60
50-60,Male,European-American/White,Pending investigation,CA,Gunshot,2019,54
40-50,Male,European-American/White,Pending investigation,CO,Gunshot,2019,40
40-50,Male,Race unspecified,Pending investigation,DE,Gunshot,2019,46
Unknown,Unknown,European-American/White,Pending investigation,WA,Gunshot,2019,0
40-50,Male,Race unspecified,Suicide,CO,Gunshot,2019,40
40-50,Male,Hispanic/Latino,Pending investigation,OR,Gunshot,2019,40
20-30,Male,European-American/White,Suicide,TX,Gunshot,2019,23
60-70,Male,Race unspecified,Pending investigation,NJ,Gunshot,2019,68
20-30,Male,European-American/White,Pending investigation,MI,Gunshot,2019,22
60-70,Male,European-American/White,Pending investigation,CA,Gunshot,2019,60
60-70,Male,African-American/Black,Pending investigation,GA,Gunshot,2019,68
20-30,Male,European-American/White,Pending investigation,PA,Gunshot,2019,20
20-30,Male,European-American/White,Pending investigation,FL,Gunshot,2019,25
10-20,Male,Hispanic/Latino,Pending investigation,FL,Gunshot,2019,16
60-70,Male,Hispanic/Latino,Criminal,TX,Vehicle,2019,69
30-40,Male,Asian/Pacific Islander,Pending investigation,CA,Gunshot,2019,38
20-30,Male,African-American/Black,Pending investigation,FL,Gunshot,2019,21
30-40,Male,European-American/White,Murder/suicide,OH,Gunshot,2019,34
Unknown,Male,Race unspecified,Suicide,TX,Gunshot,2019,0
30-40,Female,European-American/White,Suicide,OH,Gunshot,2019,34
20-30,Male,African-American/Black,Pending investigation/Criminal,TX,Gunshot,2019,28
10-20,Male,Native American/Alaskan,Pending investigation,AZ,Gunshot,2019,18
20-30,Male,Race unspecified,Pending investigation,CA,Vehicle,2019,29
20-30,Male,African-American/Black,Officer indicted/Pending,MO,Gunshot,2019,26
20-30,Male,Hispanic/Latino,Suicide,MA,Gunshot,2019,29
30-40,Male,African-American/Black,Pending investigation,NY,Gunshot,2019,31
50-60,Male,European-American/White,Pending investigation,OK,Gunshot,2019,58
20-30,Male,Hispanic/Latino,Pending investigation,TX,Vehicle,2019,23
40-50,Male,African-American/Black,Criminal,GA,Vehicle,2019,44
40-50,Male,African-American/Black,Criminal,GA,Vehicle,2019,43
50-60,Male,African-American/Black,Justified by District Attorney,CO,Gunshot,2019,58
40-50,Male,European-American/White,Pending investigation,CA,Gunshot,2019,41
20-30,Male,European-American/White,Suicide,MT,Gunshot,2019,29
30-40,Male,African-American/Black,Grand jury/No bill or Cleared,TX,Gunshot,2019,31
20-30,Male,Hispanic/Latino,Pending investigation,FL,Gunshot,2019,27
40-50,Male,African-American/Black,Pending investigation,FL,Gunshot,2019,41
70+,Male,European-American/White,Pending investigation,FL,Gunshot,2019,70
40-50,Male,African-American/Black,Pending investigation,FL,Gunshot,2019,41
10-20,Male,Race unspecified,Pending investigation,AR,Gunshot,2019,17
20-30,Male,Middle Eastern,Pending investigation,FL,Gunshot,2019,21
20-30,Male,European-American/White,Justified by District Attorney,CO,Gunshot,2019,23
20-30,Male,Race unspecified,Suicide,PA,Gunshot,2019,26
10-20,Male,European-American/White,Pending investigation,MO,Vehicle,2019,17
40-50,Male,Race unspecified,Suicide,VA,Gunshot,2019,43
30-40,Male,European-American/White,Justified by internal review,AR,Gunshot,2019,35
60-70,Male,European-American/White,Pending investigation,FL,Gunshot,2019,65
50-60,Male,European-American/White,Grand jury/No bill or Cleared,OR,Gunshot,2019,51
20-30,Male,African-American/Black,Pending investigation,WI,Vehicle,2019,28
40-50,Male,African-American/Black,Pending investigation,LA,Gunshot,2019,47
30-40,Male,European-American/White,Suicide,IN,Gunshot,2019,37
50-60,Male,European-American/White,Pending investigation,NY,Gunshot,2019,55
40-50,Male,African-American/Black,Pending investigation,NJ,Gunshot,2019,47
60-70,Male,European-American/White,Pending investigation,PA,Gunshot,2019,68
50-60,Female,African-American/Black,Pending investigation,NJ,Gunshot,2019,50
30-40,Male,African-American/Black,Justified by Solicitor's Office,SC,Gunshot,2019,31
40-50,Male,Hispanic/Latino,Pending investigation,CA,Gunshot,2019,42
20-30,Male,African-American/Black,Pending investigation,WI,Gunshot,2019,23
40-50,Male,European-American/White,Pending investigation,IA,Gunshot,2019,42
60-70,Male,European-American/White,Pending investigation,AL,Gunshot,2019,66
30-40,Male,European-American/White,Pending investigation,TX,Gunshot,2019,31
20-30,Male,Race unspecified,Pending investigation,CA,Drowned,2019,29
20-30,Male,European-American/White,Criminal,OK,Drowned,2019,23
40-50,Male,European-American/White,Pending investigation,WA,Gunshot,2019,43
20-30,Male,European-American/White,Pending investigation,AL,Gunshot,2019,23
30-40,Male,European-American/White,Pending investigation,OK,Gunshot,2019,30
20-30,Male,African-American/Black,Pending investigation,MO,Gunshot,2019,24
40-50,Male,Race unspecified,Justified by District Attorney/Civil suit/Pending,CA,Gunshot,2019,43
20-30,Male,African-American/Black,Pending investigation,FL,Gunshot,2019,22
30-40,Male,African-American/Black,Pending investigation,CA,Gunshot,2019,34
50-60,Male,European-American/White,Criminal,MS,Vehicle,2019,57
20-30,Male,Native American/Alaskan,Suicide,AK,Gunshot,2019,22
10-20,Male,African-American/Black,Pending investigation,IL,Vehicle,2019,17
10-20,Male,Hispanic/Latino,Pending investigation,WA,Gunshot,2019,18
20-30,Male,African-American/Black,Justified by State Attorney,FL,Gunshot,2019,22
